2.038268923684452844e-315,-7.674282427314727784e+02,1.620962981582328848e-315,-1.897405323926444616e-315,-7.673599306097489716e+02,-7.674265864362939737e+02,-7.673862844328054962e+02,-7.673878269475892466e+02,-7.673388490968933411e+02,-7.674181506118185325e+02
1.395151206994001296e-315,-6.821235283181620161e+02,-1.467441108716511004e-315,-8.776311928222193033e-316,-6.821025672682624190e+02,-6.820349993863778764e+02,-6.820607347239329101e+02,-6.819908527517674202e+02,-6.820036213568780568e+02,-6.819838601579641590e+02
2.030282283350238676e-315,3.810105203305901682e+02,-3.448048075533913221e-316,-1.501448729123528396e-315,3.809288337515505987e+02,3.810062594167691827e+02,3.809672775104644984e+02,3.811215767137177295e+02,3.810261738620730512e+02,3.809314114509999740e+02
1.425465671876385995e-315,-7.661636608279276288e+02,1.291994227964233456e-315,-1.256157902619638024e-316,-7.660603432066495770e+02,-7.662275521930433797e+02,-7.661020373688646714e+02,-7.659797990721281167e+02,-7.658896028563119671e+02,-7.661370857235190215e+02
-2.819334126352776746e-316,-6.476154159763618736e+02,-2.318456041531878799e-315,-1.140594139777106679e-315,-6.475966122742935340e+02,-6.475924496845030944e+02,-6.476273949941119099e+02,-6.475730120780511925e+02,-6.475578898243902586e+02,-6.475758818002281032e+02
1.018061541474732883e-315,-7.809203871153619048e+02,-1.142618114279890554e-315,3.051209603197109126e-315,-7.808982072748556220e+02,-7.808970468764499628e+02,-7.808920009001394646e+02,-7.805415844457160119e+02,-7.805720727412716542e+02,-7.808580460879395559e+02
3.008199261870609833e-315,-7.792555989647885326e+02,-4.207068775598674255e-316,1.494844128739113030e-316,-7.791863232677141013e+02,-7.792686337578053326e+02,-7.792228371537468092e+02,-7.790587034876632515e+02,-7.790484333020768872e+02,-7.791534222067102746e+02
8.759205201674327376e-316,-3.804148711953864392e+00,-3.203384198571969558e-316,2.658551939058695951e-315,-3.868132367191638110e+00,-3.819611895557181835e+00,-3.859044512182890685e+00,-3.783444343220315531e+00,-3.812665275667092235e+00,-3.825606574180707486e+00
1.613692894535591156e-315,-6.232684231773986312e+02,-1.352758981315701071e-315,1.672914181868794259e-316,-6.233049061279909893e+02,-6.232685783301269566e+02,-6.232849599559781382e+02,-6.232023903414249162e+02,-6.232348010186250349e+02,-6.232468704105381221e+02
4.745990839052105910e-316,2.878576880092774104e+02,-2.883221260950862496e-316,1.657967564671767574e-315,2.878433605416132650e+02,2.878963215787137528e+02,2.878791486907567219e+02,2.879404289687161622e+02,2.879161927908406255e+02,2.878481616255109543e+02
2.676947564300806418e-315,-7.866482394077240770e+02,-1.942021502118339421e-315,-2.154594911242762231e-315,-7.866109885841799496e+02,-7.866544278579578986e+02,-7.866435008298008142e+02,-7.869048903433249507e+02,-7.868581663800259776e+02,-7.867836113951595962e+02
2.906355983630508034e-316,-7.863644712908491101e+02,1.381935988505604218e-315,1.050626816279220091e-315,-7.863648308909944262e+02,-7.864347379933552702e+02,-7.864352452744468565e+02,-7.862923262098385067e+02,-7.863072784442459806e+02,-7.863778439454848694e+02
-2.044311139025520036e-315,-7.866534100970599184e+02,-9.262651918965984589e-316,-1.602586634781719106e-315,-7.866104061550489632e+02,-7.866297399562791952e+02,-7.866485019015620992e+02,-7.869717505565972715e+02,-7.870583711018360873e+02,-7.868041963826229903e+02
-1.125927534284860521e-315,-7.866472719253775949e+02,-3.871454033717011376e-316,-2.079244648334156841e-315,-7.866365773247246125e+02,-7.866030572686102005e+02,-7.866746592965793070e+02,-7.865065193689252965e+02,-7.864719159286561307e+02,-7.866577398370562832e+02
1.735122481402311452e-315,-7.862362301266235818e+02,3.063349221011883977e-315,-1.435678878331461242e-316,-7.861003520150210306e+02,-7.861811118286525470e+02,-7.862000128582210436e+02,-7.860170583271241185e+02,-7.859611362137342212e+02,-7.862761877235461725e+02
3.220748629760706009e-316,-7.862188604370210214e+02,1.753734873005878308e-316,-1.319489410992410708e-315,-7.861217458991194462e+02,-7.861876617879698870e+02,-7.861623126543249782e+02,-7.859127435557840045e+02,-7.859440666488872012e+02,-7.861359792432423319e+02
-7.357137263383494048e-316,-7.861193012555868336e+02,-1.535541788302681115e-315,1.880588426167742352e-315,-7.861520565930262592e+02,-7.861493456452020610e+02,-7.861796439459976682e+02,-7.860042536703173255e+02,-7.859617226696342414e+02,-7.861160046664094807e+02
3.030851860471074107e-315,-7.866039851631193187e+02,2.940370224517179698e-315,-2.705486090456588922e-315,-7.865243377443931649e+02,-7.865137906891704915e+02,-7.865003674646862919e+02,-7.863776759259237679e+02,-7.863696292606338147e+02,-7.864836255366939213e+02
1.132064946194568404e-315,-7.866591600761253176e+02,1.556525047780289902e-315,2.239443457735597668e-315,-7.866510806021382223e+02,-7.866578948132505502e+02,-7.866763276800445510e+02,-7.867700133829390552e+02,-7.867196149142439481e+02,-7.867975738928276996e+02
2.080303806503085471e-315,-7.866592852946820358e+02,3.442627631926824321e-316,-1.303406907231656247e-315,-7.866166305253025257e+02,-7.866359757278971756e+02,-7.866492799845934769e+02,-7.866909624234619969e+02,-7.866732247760182872e+02,-7.867977265807036247e+02
1.784958112355910479e-315,-7.866616760748793240e+02,-2.166346509661919201e-315,-1.591428700701948520e-315,-7.866186401900101828e+02,-7.866381699576636493e+02,-7.866566681909403087e+02,-7.865300247776858669e+02,-7.865109637193457957e+02,-7.865919607360980308e+02
-2.036124817119882670e-315,-7.866625546944999314e+02,-1.416466755262377072e-315,1.439364667337314442e-315,-7.866095736017070976e+02,-7.866377351512709311e+02,-7.866570577356221747e+02,-7.865861216994145479e+02,-7.865407045820323901e+02,-7.867990534433910170e+02
-1.318319547534218429e-315,-7.866695650119315815e+02,-1.241121064095024270e-315,-6.970020723326822956e-316,-7.866254080216390321e+02,-7.866472395127320851e+02,-7.866646186887768408e+02,-7.867849251029139168e+02,-7.867174968915109048e+02,-7.868080023764863427e+02
1.151830032475134555e-315,-7.864163704806020405e+02,-2.292987268750119420e-315,1.167978093806435691e-315,-7.862673515249466618e+02,-7.863726719142807724e+02,-7.863389290685065589e+02,-7.861738898740562718e+02,-7.861981830502483035e+02,-7.863756307243469337e+02
-2.396508235822491423e-315,-7.534788551386644713e+02,1.661277206679472458e-316,-1.174929518392918695e-315,-7.534578082052889840e+02,-7.533559340624913148e+02,-7.534508491208575833e+02,-7.534217972034225568e+02,-7.533762708167500932e+02,-7.534478613988989082e+02
2.982711744238247237e-315,-7.708675932438441123e+02,-1.789043753629599458e-315,2.649800149140080361e-315,-7.708639094766973585e+02,-7.707882050432826873e+02,-7.708436863160928851e+02,-7.707370700976379112e+02,-7.706901886853597716e+02,-7.708246896254012199e+02
2.211277857269952595e-315,-7.784477630731626050e+02,1.874948508719457853e-315,1.184994697839843446e-315,-7.782409441121776581e+02,-7.782879315680741001e+02,-7.782166662085768394e+02,-7.783175053588598757e+02,-7.783437712898340806e+02,-7.784504684725415018e+02
-1.705150828908950161e-316,-7.663478392370224128e+02,2.986858867040904701e-315,1.084417067564693168e-315,-7.661629486095497441e+02,-7.663498436861495975e+02,-7.663628820033214879e+02,-7.663090115262860991e+02,-7.663041062699951453e+02,-7.662885398375257182e+02
1.667366713984159574e-315,-7.844374036588612853e+02,2.697139291088525861e-315,-2.141206616617970506e-315,-7.843907568693662142e+02,-7.844459894298037170e+02,-7.843564694893329943e+02,-7.842451894999594515e+02,-7.842322232292256103e+02,-7.843979873715065878e+02
2.630915374205304768e-315,-7.720145944667006006e+02,1.211134895952988163e-315,3.133834874046284786e-316,-7.718883622517054164e+02,-7.718600265421993072e+02,-7.719344783459952168e+02,-7.718144356327824198e+02,-7.718735111166186016e+02,-7.719700772681973149e+02
8.420675373669071974e-316,-7.840513737020902454e+02,-2.378662688448491225e-315,-6.443970156891976625e-316,-7.841504313306533049e+02,-7.841403296245547381e+02,-7.841369995610436945e+02,-7.840486310317205607e+02,-7.840518437673258632e+02,-7.840683902909931930e+02
-9.432730904933264912e-316,-7.852025745256239588e+02,3.279016409922687172e-316,-3.164275543057243173e-317,-7.851520245993127674e+02,-7.851714235993922557e+02,-7.851470042882596090e+02,-7.849724865367940083e+02,-7.850303256562509659e+02,-7.851024007996599039e+02
-1.141259982166694010e-315,-7.396532995612396917e+02,1.511293283556302738e-315,-1.893933756843971722e-315,-7.396630050760086306e+02,-7.396075501717056113e+02,-7.396399463367814633e+02,-7.395589457647089375e+02,-7.396042928547125257e+02,-7.397454597117457524e+02
9.608276579052084876e-316,-7.830540220311785333e+02,2.596415570542556784e-315,7.163429884343243614e-316,-7.830329454200139025e+02,-7.830732421075011871e+02,-7.831130824834167470e+02,-7.830580605714980038e+02,-7.830490486879931495e+02,-7.831909921991314150e+02
-1.461822559607409139e-316,-7.704299247587345008e+02,3.880519100780341984e-316,2.669610234919669733e-315,-7.703777315069526139e+02,-7.704817493343890646e+02,-7.704113624671931575e+02,-7.703250153717041258e+02,-7.703315997607707004e+02,-7.703928814452787037e+02
2.985885977674396410e-316,-7.156483656023920048e+02,2.451057742162405325e-315,-1.264233529117324660e-315,-7.155555616966734078e+02,-7.155790416182906029e+02,-7.156378874510947981e+02,-7.154765576517788759e+02,-7.154994190319796417e+02,-7.155869069093087091e+02
1.594174272902452911e-315,-7.768400255303253061e+02,2.144506560117047526e-316,2.467704503475305698e-315,-7.768680559344987842e+02,-7.768640239580241769e+02,-7.768796951350435620e+02,-7.767532802179114242e+02,-7.767104071672866894e+02,-7.768433586123709347e+02
6.302176083303155577e-316,-7.749814247209128553e+02,1.914168136318896640e-315,-1.754700099414219601e-315,-7.749656142325251267e+02,-7.748319230515074878e+02,-7.749352479549756936e+02,-7.747878213488173742e+02,-7.748419522796419869e+02,-7.748909227379193680e+02
-4.334116620075765369e-316,-7.773363685769280664e+02,2.367177569276075190e-315,4.548145956667322541e-316,-7.773167896105823047e+02,-7.774020746730334395e+02,-7.774603926665822655e+02,-7.772456905741336186e+02,-7.772224654272484941e+02,-7.773479178940178826e+02
1.164462377017850423e-315,-7.776310192067910521e+02,2.154908361310453293e-315,-1.111517294515584927e-315,-7.775677481011565533e+02,-7.776241291760929926e+02,-7.775210542341243354e+02,-7.775303566673109117e+02,-7.775268029541381338e+02,-7.775611092581087860e+02
6.556410999956335869e-316,-5.584510943546122235e+02,1.095703300611375809e-315,1.843628891983891430e-315,-5.583791746397279212e+02,-5.583127233538250493e+02,-5.583438176021936670e+02,-5.582950231271727262e+02,-5.582783208232499419e+02,-5.584387395265450778e+02
2.010743978141770115e-315,-7.423951389017362317e+02,-9.475075393988863957e-316,-2.037642581843250520e-316,-7.423885583540502466e+02,-7.423703338503864870e+02,-7.424006921243576471e+02,-7.423491859482764994e+02,-7.422615031661638341e+02,-7.424445365150771750e+02
2.793834548577999165e-315,-7.691464977165746859e+02,2.463708120101194398e-315,-1.473058269501148055e-315,-7.690902060404903295e+02,-7.691049743314507623e+02,-7.691244124392494541e+02,-7.690040874215495705e+02,-7.690466491009631227e+02,-7.691719678650927108e+02
2.675123088565156780e-315,-7.363371296588519499e+02,6.321194794493862274e-316,2.492620476087246223e-315,-7.363239656321577513e+02,-7.363446397763785853e+02,-7.363064352127144048e+02,-7.362785546379710695e+02,-7.362246757399117314e+02,-7.363182314268547088e+02
9.480481904944740133e-316,-7.850052528571756056e+02,2.343790715016043947e-315,2.809444700878047102e-315,-7.849560378843137869e+02,-7.848910194175596189e+02,-7.849112111472742299e+02,-7.847877548898189843e+02,-7.847804110864971108e+02,-7.848415962235832239e+02
-2.649062321385893960e-315,-7.739037840129001324e+02,-2.333873192028035311e-315,2.074275355830911417e-315,-7.737939530319197274e+02,-7.737519564499262970e+02,-7.738447673637984963e+02,-7.737225127076995932e+02,-7.737595300742242443e+02,-7.739024964420443666e+02
1.643509410416158297e-315,-7.837437401920549291e+02,-2.146930401709636556e-315,2.176473462136543483e-315,-7.837423963425103466e+02,-7.837630150192338760e+02,-7.837653839533270457e+02,-7.835317367908290862e+02,-7.834129793944337052e+02,-7.838113928738888490e+02
2.072448330716529237e-315,-7.863174947960120562e+02,1.982489317402805699e-315,1.893732919158937256e-316,-7.862459339121332960e+02,-7.863138283922434084e+02,-7.862222923303735342e+02,-7.861582134517614122e+02,-7.861974945156533749e+02,-7.862795052152903281e+02
1.392341178989340456e-315,-7.811890139686173598e+02,-1.738384505363070157e-315,9.211784550486801121e-316,-7.811194589815911513e+02,-7.812810117289749314e+02,-7.811374839639755692e+02,-7.804690350147478739e+02,-7.803534330337383835e+02,-7.810036053498457704e+02
1.473492656957628137e-315,-7.845244682123334314e+02,-2.547633895246635680e-315,6.684986693036626453e-316,-7.844073487229322836e+02,-7.844187059696109827e+02,-7.844389661276399011e+02,-7.843226731649928070e+02,-7.842848845287760469e+02,-7.844932372932432827e+02
